ID,Label,Name,ADDRESS,CITY,STATE,ZIP,NAICS,CustomerSince,EntityType,Products,EOL
2402,SB_WF,W&T OFFSHORE INC,"Nine Greenway Plaza, Suite 300",Houston,TX,77046,211120,07-11-2001,Partnership,Deposits Initiate Business Checking;Business Platinum Credit Card,|
2403,SB_WF,SUNCOKE ENERGY INC,1011 Warrenville Road,Lisle,IL,60532,324199,30-07-2007,Sole Proprietor,Deposits Business Platinum Savings;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2404,SB_WF,AZURE MIDSTREAM ENERGY LLC,12377 Merit Drive,Dallas,TX,75251,211130,29-08-2015,Sole Proprietor,Business Platinum Credit Card;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2405,SB_WF,WHITNEY OIL & GAS LLC,"920 Memorial City Way, Suite 200",Houston,TX,77024,211120,12-01-2002,Partnership,Business Line Of Credit;Deposits Business Platinum Savings,|
2406,SB_WF,ENERGY TRANSFER LP,800 E. SONTERA BLVD,SAN ANTONIO,TX,78258,486210,01-02-2012,Trust,Business Line Of Credit;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2407,SB_WF,ENERGY TRANSFER LP,800 E Sonterra Blvd,San Antonio,TX,78258,486210,01-02-2010,LLP,Business Line Of Credit;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2408,SB_WF,KINDER MORGAN INC,1001 Louisiana,Houston,TX,77002,486210,12-02-2008,Sole Proprietor,Business Platinum Credit Card;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2409,SB_WF,ENERGY TRANSFER LP,800 E Sonterra Blvd,San Antonio,TX,78258,486210,04-10-2018,Partnership,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Business Elite Signature Card,|
2410,SB_WF,KINDER MORGAN INC,1001 Louisiana,Houston,TX,77002,486210,24-04-2011,Sole Proprietor,Deposits Initiate Business Checking;Deposits Navigate Business Checking;Deposits Initiate Business Checking,|
2411,SB_WF,GREATER LEBANON REFUSE AUTHORITY,1610 Russell Road,Lebanon,PA,17046,562212,04-09-2008,Sole Proprietor,Business Platinum Credit Card;Deposits Initiate Business Checking,|
2412,SB_WF,HANSON LEHIGH INC,300 East John Carpenter Fwy,Irving,TX,75062,327310,05-05-2010,LLC,Deposits Market Rate Savings;Business Platinum Credit Card;Deposits Initiate Business Checking,|
2413,SB_WF,ENID OKLAHOMA,401 West Owen K. Garriott,Enid,OK,73701,562212,24-03-2012,Partnership,Business Elite Signature Card;Deposits Optimize Business Checking;Business Elite Signature Card,|
2414,SB_WF,DELTECH LLC,11911 Scenic Highway,Baton Rouge,LA,70807,325199,16-07-2016,Sole Proprietor,Business Platinum Credit Card;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2415,SB_WF,GREEN VALLEY CHEMICAL CORP,PO Box 86,Creston,IA,50801,325311,28-11-2015,LLP,Deposits Initiate Business Checking;Deposits Navigate Business Checking;Deposits Initiate Business Checking,|
2416,SB_WF,EXELON CORP,"10 S. Dearborn Street, 48th Floor",Chicago,IL,60680-5379,221210,22-02-2018,Partnership,Business Line Of Credit;Deposits Initiate Business Checking,|
2417,SB_WF,BLACK HILLS CORP,7001 Mt Rushmore Road,RAPID CITY,SD,57709,221210,09-02-2014,Trust,Deposits Initiate Business CheckingDeposits Initiate Business Checking,|
2418,SB_WF,NATURAL GAS UTILITY DIST OF HAWKINS COUNTY,202 Park Blvd,Rogersville,TN,37857,221210,20-03-2008,Sole Proprietor,Deposits Market Rate Savings;Deposits Business Platinum Savings,|
2419,SB_WF,ARCONIC CORP,201 Isabella St,Pittsburg,PA,15212,331315,08-02-2008,Trust,Business Line Of Credit;Business Platinum Credit Card;Deposits Navigate Business Checking,|
2420,SB_WF,RGC RESOURCES INC,519 Kimball Ave,Roanoke,VA,24016,221210,27-10-2010,Sole Proprietor,Business Platinum Credit CardDeposits Initiate Business Checking,|
2421,SB_WF,HUNT CRUDE OIL SUPPLY CO LLC,1900 North Akard Street,Dallas,TX,75201,324110,21-09-2009,LLP,Business Elite Signature Card;Deposits Initiate Business Checking;Business Line Of Credit,|
2422,SB_WF,CITY OF TUSCON ENVIRONMENTAL SERVICES,"4004 SOUTH PARK AVENUE, BLDG 1",TUCSON,AZ,85714,562212,17-12-2004,Trust,Deposits Market Rate Savings,|
2423,SB_WF,ARCOSA INC,"500 N Akard St, Suite 400",Dallas,TX,75201,327999,08-08-2016,LLP,Deposits Business Platinum Savings;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2424,SB_WF,BLACK HILLS CORP,7001 Mt Rushmore Road,RAPID CITY,SD,57709,221210,25-10-2005,Sole Proprietor,Deposits Initiate Business Checking;Business Platinum Credit Card,|
2425,SB_WF,KLEEN ENERGY HOLDINGS LLC,"Three Charles River Place, 63 Kendrick Street",Needham,MA,2494,221112,09-12-2016,Sole Proprietor,Deposits Market Rate Savings,|
2426,SB_WF,UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE,284 East Avenue,Burlington,VT,5405,611310,27-08-2008,Corp S,Deposits Navigate Business Checking,|
2427,SB_WF,JR SIMPLOT CO,1099 W Front Street,Boise,ID,83702,311411,06-03-2014,Trust,Business Line Of Credit;Deposits Initiate Business Checking;Deposits Market Rate Savings,|
2428,SB_WF,BERKSHIRE HATHAWAY INC,1111 S 103rd St,Omaha,NE,68124,486210,03-04-2011,LLC,Deposits Navigate Business Checking;Business Platinum Credit Card;Deposits Market Rate Savings,|
2429,SB_WF,National Gypsum CO,2001 Rexford Road,Charlotte,NC,28211,327420,19-08-2011,LLC,Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2430,SB_WF,SIOUXLAND ENERGY COOPERATIVE,3890 Garfield Avenue,Sioux Center,IA,51250,325193,20-06-2004,Partnership,Business Platinum Credit Card;Business Line Of Credit;Deposits Initiate Business Checking,|
2431,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,486210,13-06-2004,LLC,Deposits Business Platinum Savings;Deposits Business Platinum Savings;Deposits Initiate Business Checking,|
2432,SB_WF,PUBLIC SERVICE ENTERPRISE GROUP INC,80 Park Plaza,Newark,NJ,7102,221210,15-08-2015,Sole Proprietor,Deposits Business Platinum Savings;Deposits Business Platinum Savings,|
2433,SB_WF,WASTE CONNECTIONS US INC,"10001 Woodloch Drive, Suite400",The Woodlands,TX,77380,562212,02-03-2003,Sole Proprietor,Deposits Initiate Business Checking;Deposits Optimize Business Checking;Business Elite Signature Card,|
2434,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,486210,21-01-2001,LLC,Business Line Of Credit;Deposits Optimize Business Checking,|
2435,SB_WF,TALLGRASS DEVELOPMENT LP,"c/o Tallgrass Energy, LP, 4200 W. 115th Street Suite 350",Leawood,KS,66211,211130,17-10-2015,Trust,Deposits Navigate Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2436,SB_WF,XCEL ENERGY INC,1800 Larimer 13th Floor c/o Environmental Services,Denver,CO,80202,221330,20-12-2018,LLC,Deposits Initiate Business CheckingBusiness Platinum Credit Card,|
2437,SB_WF,FLORIDA MUNICIPAL POWER AGENCY,8553 Commodity Circle,Orlando,FL,32819,221112,22-01-2008,LLC,Deposits Navigate Business Checking,|
2438,SB_WF,DOUBLE C LTD,10245 Oilfield Road,Bakersfield,CA,93308,221112,26-07-2018,Sole Proprietor,Deposits Market Rate Savings;Deposits Business Platinum Savings;Business Line Of Credit,|
2439,SB_WF,HIGH SIERRA LTD,10600 Oilfield Road,Bakersfield,CA,93308,221112,26-10-2000,Sole Proprietor,Deposits Navigate Business Checking;Business Elite Signature Card;Business Platinum Credit Card,|
2440,SB_WF,AURIA SOLUTIONS USA INC,"26999 Central Park Blvd., Suite 300",Southfield,MI,48076,314110,22-06-2013,Sole Proprietor,Business Platinum Credit Card;Deposits Navigate Business Checking;Deposits Business Platinum Savings,|
2441,SB_WF,KOCH INDUSTRIES INC,4111 E 37th Street North,Wichita,KS,67220-3203,322130,07-07-2011,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2442,SB_WF,ENERGY TRANSFER LP,"300 East Sonterra Blvd., Suite 400",San Antonio,TX,78258,486210,23-05-2015,Sole Proprietor,Deposits Initiate Business CheckingDeposits Navigate Business Checking,|
2443,SB_WF,ENERGY TRANSFER LP,800 E Sonterra Blvd,San Antonio,TX,78258,486210,26-09-2005,LLC,Business Line Of Credit;Deposits Business Platinum Savings,|
2444,SB_WF,KINDER MORGAN INC,1001 Louisiana,Houston,TX,77002,486210,16-11-2001,LLC,Business Elite Signature Card;Deposits Initiate Business Checking;Deposits Optimize Business Checking,|
2445,SB_WF,ENERGY TRANSFER LP,800 E Sonterra Blvd,San Antonio,TX,78258,486210,21-04-2007,Corp C,Deposits Optimize Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2446,SB_WF,GENERAL MOTORS CO,300 Renaissance Center,Detroit,MI,48265,336111,14-01-2003,LLP,Business Platinum Credit Card;Deposits Market Rate Savings;Business Line Of Credit,|
2447,SB_WF,SOLVAY AMERICA  INC,3737 Buffalo Speedway,Houston,TX,77098,325120,12-05-2006,Sole Proprietor,Deposits Market Rate Savings,|
2448,SB_WF,LSB INDUSTRIES INC,"3503 NW 63rd Street, Suite 500",Oklahoma City,OK,73116,325311,26-05-2017,Sole Proprietor,Deposits Initiate Business Checking;Business Elite Signature Card;Deposits Initiate Business Checking,|
2449,SB_WF,THE SALT RIVER PIMA - MARICOPA INDIAN COMMUNITY,10005 EAST OSBORN ROAD,SCOTTSDALE,AZ,85256,562212,07-03-2012,Corp C,Deposits Initiate Business Checking;Deposits Optimize Business Checking,|
2450,SB_WF,JR SIMPLOT CO,1099 Front Street,Boise,ID,83702,311411,02-07-2016,Trust,Business Elite Signature Card,|
2451,SB_WF,Southern Star Acquisition Corp,4700 State Route 56,Owensboro,KY,42301,486210,29-01-2004,Corp S,Business Line Of CreditDeposits Optimize Business Checking,|
2452,SB_WF,"White Mountain Intermediate, LLC",72 Cascade Flats,Gorham,NH,3581,322121,17-02-2011,LLC,Deposits Optimize Business Checking;Deposits Initiate Business Checking;Deposits Business Platinum Savings,|
2453,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,211130,16-06-2017,Partnership,Deposits Initiate Business CheckingDeposits Initiate Business Checking,|
2454,SB_WF,ENERGY TRANSFER LP,800 E Sonterra Blvd,San Antonio,TX,78258,486210,21-06-2011,LLP,Deposits Market Rate Savings;Deposits Initiate Business Checking;Business Line Of Credit,|
2455,SB_WF,KINDER MORGAN INC,1001 Louisiana,Houston,TX,77002,486210,26-02-2004,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2456,SB_WF,ENERGY TRANSFER LP,800 E Sonterra Blvd,San Antonio,TX,78258,486210,09-08-2014,LLP,Business Platinum Credit Card;Deposits Initiate Business Checking;Deposits Optimize Business Checking,|
2457,SB_WF,KINDER MORGAN INC,1001 Louisiana,Houston,TX,77002,486210,01-08-2010,LLP,Deposits Business Platinum Savings;Deposits Initiate Business Checking,|
2458,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,486210,25-02-2010,Sole Proprietor,Deposits Initiate Business Checking;Business Elite Signature Card;Business Platinum Credit Card,|
2459,SB_WF,KINDER MORGAN INC,1001 Louisiana,Houston,TX,77002,486210,08-01-2016,LLP,Deposits Optimize Business Checking,|
2460,SB_WF,ENERGY TRANSFER LP,800 E Sonterra Blvd,San Antonio,TX,78258,486210,22-12-2018,Sole Proprietor,Business Platinum Credit Card;Business Platinum Credit Card;Deposits Initiate Business Checking,|
2461,SB_WF,ENERGY TRANSFER LP,800 E Sonterra Blvd,San Antonio,TX,78258,486210,19-08-2000,Sole Proprietor,Deposits Initiate Business Checking;Deposits Business Platinum Savings;Deposits Optimize Business Checking,|
2462,SB_WF,KINDER MORGAN INC,1001 Louisiana,Houston,TX,77002,486210,10-10-2018,Sole Proprietor,Deposits Optimize Business Checking;Business Platinum Credit Card;Deposits Initiate Business Checking,|
2463,SB_WF,CITY OF NEW YORK,"44 Beaver Street, 9th Floor",New York,NY,10004,562212,27-06-2000,Sole Proprietor,Deposits Optimize Business Checking;Deposits Initiate Business Checking,|
2464,SB_WF,KINDER MORGAN INC,1001 Louisiana,Houston,TX,77002,486210,05-09-2010,Partnership,Deposits Initiate Business Checking,|
2465,SB_WF,ENERGY TRANSFER LP,800 E Sonterra Blvd,San Antonio,TX,78258,486210,08-12-2015,Sole Proprietor,Business Elite Signature Card;Deposits Business Platinum Savings;Business Line Of Credit,|
2466,SB_WF,HOOD COS INC,2105 Hwy. 964,Saint Francisville,LA,70775,322121,15-09-2006,LLC,Business Platinum Credit Card;Deposits Market Rate Savings,|
2467,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,486210,30-06-2007,LLC,Deposits Navigate Business Checking;Deposits Optimize Business Checking;Deposits Initiate Business Checking,|
2468,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,486210,03-04-2002,LLP,Business Line Of Credit;Business Platinum Credit Card;Deposits Initiate Business Checking,|
2469,SB_WF,REGENCY ENERGY PARTNERS LP,"2001 Bryan Street, Suite 3700",Dallas,TX,72510,486210,10-05-2014,Sole Proprietor,,|
2470,SB_WF,ENERGY TRANSFER LP,"c/o Energy Transfer Partners, 711 Louisiana, Suite 900",Houston,TX,77002,486210,21-08-2013,Sole Proprietor,Business Line Of CreditBusiness Line Of Credit,|
2471,SB_WF,Pixelle Androscoggin LLC,228 South Main Street,Spring Grove,PA,17362,562212,04-07-2010,Trust,Business Elite Signature Card;Deposits Market Rate Savings;Deposits Market Rate Savings,|
2472,SB_WF,CITY OF OKMULGEE OKLAHOMA,PO Box 250,Okmulgee,OK,74447,562212,15-01-2013,LLC,Business Platinum Credit Card;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2473,SB_WF,HELIS OIL & GAS CO LLC,"228 St. Charles Avenue, Suite 912",New Orleans,LA,70130,211120,22-03-2008,Corp C,Deposits Navigate Business Checking;Deposits Navigate Business Checking;Business Line Of Credit,|
2474,SB_WF,LYONDELLBASELL INDUSTRIES INC,1221 McKinney Street,Houston,TX,77010,325110,13-08-2013,LLP,Deposits Initiate Business Checking;Business Elite Signature Card,|
2475,SB_WF,CITY OF SYLACAUGA,301 North Broadway ,Sylacauga,AL,35150,221210,09-04-2003,Trust,Deposits Optimize Business Checking;Deposits Optimize Business Checking,|
2476,SB_WF,SONOCO PRODUCTS CO,1 North Second Street,Hartsville,SC,29550,322130,29-09-2007,Sole Proprietor,Deposits Navigate Business Checking;Deposits Optimize Business Checking;Business Line Of Credit,|
2477,SB_WF,SONOCO PRODUCTS CO,1 North Second Street,Hartsville,SC,29550,322130,14-03-2015,LLP,Business Elite Signature CardDeposits Navigate Business Checking,|
2478,SB_WF,DALTON-WHITFIELD REGIONAL SOLID WASTE MANAGEMENT,4189 OLD DIXIE HWY SE,DALTON,GA,30721,562212,04-08-2016,LLC,Deposits Optimize Business Checking;Deposits Optimize Business Checking,|
2479,SB_WF,KOCH INDUSTRIES INC,4111 E 37th Street North,Wichita,KS,67220-3203,327211,25-05-2006,LLC,Business Elite Signature Card;Deposits Initiate Business Checking,|
2480,SB_WF,MGP INGREDIENTS INC,1300 Main Street,Atchison,KS,66002,312140,13-12-2000,Sole Proprietor,Deposits Initiate Business Checking;Business Elite Signature Card,|
2481,SB_WF,ANHEUSER-BUSCH COS LLC,One Busch Place,St. Louis,MO,63118,312120,21-03-2013,LLP,Deposits Initiate Business Checking,|
2482,SB_WF,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583-2324,211120,04-07-2006,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2483,SB_WF,OCCIDENTAL PETROLEUM CORP,"5 Greenway Plaza, Suite 110",Houston,TX,77046,211120,10-08-2009,LLC,Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2484,SB_WF,UNITED CONTINENTAL HOLDINGS INC,233 South Wacker Drive,Chicago,IL,60606,488190,15-09-2009,LLP,Deposits Market Rate Savings;Business Platinum Credit Card,|
2485,SB_WF,UTILITY COMMISSION CITY OF FORT VALLEY,500 Anthoine Street,Fort Valley,GA,31030,221210,16-12-2016,Sole Proprietor,Deposits Initiate Business Checking,|
2486,SB_WF,LITTLE RAPIDS CORP,2273 Larsen Road,Green Bay,WI,54307,322121,05-11-2015,Sole Proprietor,Deposits Initiate Business Checking;Deposits Optimize Business Checking,|
2487,SB_WF,LAND O LAKES INC,1200 County Road F West,Arden Hills,MN,55126,311514,24-02-2013,Sole Proprietor,Business Line Of Credit;Deposits Initiate Business Checking;Business Line Of Credit,|
2488,SB_WF,GENERAL MOTORS CO,300 Renaissance Center,Detroit,MI,48265,331523,26-09-2004,LLC,Deposits Optimize Business CheckingDeposits Initiate Business Checking,|
2489,SB_WF,NEWMONT CORP,"6900 E Layton Avenue, Suite 700",Denver,CO,80237,212221,23-08-2014,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2490,SB_WF,BARRICK GOLD CORP,"310 S. Main Street, Suite 1150",Salt Lake City,UT,84101,212221,07-03-2003,LLC,Deposits Business Platinum SavingsDeposits Initiate Business Checking,|
2491,SB_WF,SYNGENTA CORP,PO Box 18300,Greensboro,NC,27419,325320,25-02-2004,Partnership,Deposits Business Platinum Savings;Business Line Of Credit;Business Line Of Credit,|
2492,SB_WF,INEOS USA LLC,356 Three Rivers Parkway,Addyston,OH,45001,325211,05-09-2006,Sole Proprietor,Deposits Initiate Business CheckingDeposits Initiate Business Checking,|
2493,SB_WF,STATE OF WYOMING,122 W. 25th St.,Cheyenne,WY,82002,221330,22-11-2009,Sole Proprietor,Deposits Initiate Business CheckingDeposits Initiate Business Checking,|
2494,SB_WF,DARLING INGREDIENTS INC,5601 N Macarthur Blvd,Irving,TX,75038,311613,24-10-2018,Sole Proprietor,Deposits Business Platinum Savings;Deposits Optimize Business Checking;Deposits Initiate Business Checking,|
2495,SB_WF,CARDINAL ETHANOL LLC,1554 N. 600 East,Union City,IN,47390,325193,21-08-2014,Sole Proprietor,Deposits Business Platinum Savings;Business Elite Signature Card;Deposits Initiate Business Checking,|
2496,SB_WF,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,311613,16-05-2015,Trust,Business Line Of Credit;Business Line Of Credit;Deposits Initiate Business Checking,|
2497,SB_WF,National Gypsum CO,2001 Rexford Road,Charlotte,NC,28211,322121,21-05-2010,Trust,Business Line Of Credit;Deposits Navigate Business Checking,|
2498,SB_WF,National Gypsum CO,2001 Rexford Road,Charlotte,NC,28211,327420,28-06-2009,Sole Proprietor,Deposits Initiate Business CheckingDeposits Navigate Business Checking,|
2499,SB_WF,SOLVAY HOLDING INC,3737 Buffalo Speedway Suite 800,Houston,TX,77098,212391,31-03-2006,LLP,Deposits Business Platinum Savings;Deposits Market Rate Savings;Deposits Initiate Business Checking,|
2500,SB_WF,AGC AMERICA INC,11175 Cicero Drive Suite 400,Alpharetta,GA,30022,212391,05-03-2008,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Optimize Business Checking,|
2501,SB_WF,PACKAGING CORP OF AMERICA,1955 West Field Court,Lake Forest,IL,60045,322121,08-01-2004,Sole Proprietor,Business Elite Signature Card;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2502,SB_WF,RICELAND FOODS INC,709 East 22nd,Stuttgart,AR,72160,311224,15-01-2002,Sole Proprietor,Business Elite Signature Card;Business Elite Signature Card;Deposits Initiate Business Checking,|
2503,SB_WF,XCEL ENERGY INC,414 Nicollet Mall,Minneapolis,MN,55401,221210,28-10-2013,Sole Proprietor,Deposits Optimize Business Checking;Business Elite Signature Card,|
2504,SB_WF,COUNTY OF KERN,"2700 M Street, Suite 450",Bakersfield,CA,93301,562212,02-07-2002,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2505,SB_WF,COUNTY OF SARASOTA,1660 Ringling Blvd.,Sarasota,FL,34236,562212,06-01-2003,Corp C,Business Platinum Credit Card;Deposits Navigate Business Checking;Business Elite Signature Card,|
2506,SB_WF,COUNTY OF SARASOTA,1660 Ringling Blvd.,Sarastota,FL,34236,562212,11-06-2010,Corp C,Deposits Navigate Business Checking;Business Platinum Credit Card;Deposits Initiate Business Checking,|
2507,SB_WF,CITY OF WATERTOWN,23 Second Street Northeast,Watertown,SD,57201,562212,06-09-2001,Corp C,Deposits Navigate Business CheckingDeposits Navigate Business Checking,|
2508,SB_WF,CLEVELAND-CLIFFS INC,200 Public Square,Cleveland,OH,44114,331110,31-03-2009,Sole Proprietor,Business Platinum Credit Card;Deposits Business Platinum Savings;Deposits Initiate Business Checking,|
2509,SB_WF,MOLSON COORS BEVERAGE CO,"250 S. Wacker, Suite 800",Chicago,IL,60606,312120,19-03-2013,Sole Proprietor,Deposits Market Rate Savings;Deposits Initiate Business Checking,|
2510,SB_WF,KOCH INDUSTRIES INC,4111 East 37th Street North,Wichita,KS,67220,327211,30-09-2014,Partnership,Business Elite Signature Card;Deposits Market Rate Savings;Deposits Initiate Business Checking,|
2511,SB_WF,SPRINGFIELD MISSOURI,840 Boonville Avenue,Springfield,MO,65802,562212,04-07-2002,Sole Proprietor,Deposits Navigate Business Checking;Deposits Initiate Business Checking;Deposits Optimize Business Checking,|
2512,SB_WF,BERKSHIRE HATHAWAY INC,3555 Farnam St.,Omaha,NE,68131,327212,03-08-2000,Sole Proprietor,Business Line Of Credit;Deposits Initiate Business Checking,|
2513,SB_WF,RED RIVER ENERGY,47333 104th St,Rosholt,SD,57260,325193,23-06-2006,LLP,Business Elite Signature CardDeposits Business Platinum Savings,|
2514,SB_WF,GRAYMONT INC,1220 Alexander Avenue,Tacoma,WA,98421,327410,02-02-2006,Sole Proprietor,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2515,SB_WF,O-I GLASS INC,One Michaels Way,Perrysburg,OH,43551,327213,16-02-2003,LLC,Business Elite Signature Card;Deposits Business Platinum Savings;Deposits Navigate Business Checking,|
2516,SB_WF,TALLGRASS DEVELOPMENT LP,4200 W. 115th Street Suite 350,Leawood,KS,66211,486210,07-10-2014,Sole Proprietor,Deposits Business Platinum Savings;Business Elite Signature Card;Deposits Navigate Business Checking,|
2517,SB_WF,PHILLIPS 66,"c/o Phillips Company, 1075 W. Sam Houston Parkway N., Suite 200",Houston,TX,77043,486210,28-05-2004,Sole Proprietor,Deposits Initiate Business Checking;Business Platinum Credit Card;Deposits Navigate Business Checking,|
2518,SB_WF,ANHEUSER-BUSCH COS LLC,One Busch Place,St Louis,MO,63118,312120,15-11-2016,Sole Proprietor,Deposits Navigate Business Checking;Deposits Initiate Business Checking,|
2519,SB_WF,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,311221,03-11-2017,Sole Proprietor,Deposits Initiate Business Checking;Business Line Of Credit;Deposits Initiate Business Checking,|
2520,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,486210,14-01-2005,LLP,Deposits Navigate Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2521,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,486210,14-06-2005,Corp S,Deposits Optimize Business Checking;Deposits Initiate Business Checking;Deposits Business Platinum Savings,|
2522,SB_WF,GRAYMONT INC,1220 Alexander Avenue,Tacoma,WA,98421,327410,18-08-2004,LLP,Deposits Optimize Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2523,SB_WF,BERKSHIRE HATHAWAY INC,3555 Farnam St.,Omaha,NE,68131,327993,20-12-2013,Sole Proprietor,Business Line Of Credit;Business Line Of Credit;Deposits Initiate Business Checking,|
2524,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,486210,12-06-2018,Sole Proprietor,Deposits Optimize Business Checking;Deposits Business Platinum Savings,|
2525,SB_WF,KOCH INDUSTRIES INC,4111 E 37th Street North,Wichita,KS,67220-3203,327211,11-02-2006,Corp S,Deposits Initiate Business Checking;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2526,SB_WF,SOLVAY HOLDING INC,4500 McGinnis Ferry Road,Alpharetta,GA,30005,325211,10-07-2001,LLC,Deposits Navigate Business Checking;Deposits Navigate Business Checking;Deposits Initiate Business Checking,|
2527,SB_WF,LYONDELLBASELL INDUSTRIES INC,"1221 McKinney St, Ste 700",Houston,TX,77010,325199,04-04-2013,Sole Proprietor,Deposits Optimize Business Checking;Business Line Of Credit;Business Platinum Credit Card,|
2528,SB_WF,GRAYMONT INC,1220 Alexander Avenue,Tacoma,WA,98421,327410,29-11-2009,Sole Proprietor,Business Platinum Credit Card;Deposits Navigate Business Checking;Deposits Optimize Business Checking,|
2529,SB_WF,O-I GLASS INC,One Michaels Way,Perrysburg,OH,43551,327213,09-08-2005,Sole Proprietor,Deposits Optimize Business Checking;Business Platinum Credit Card,|
2530,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,486210,29-10-2002,Sole Proprietor,Deposits Optimize Business Checking;Business Elite Signature Card,|
2531,SB_WF,REGENCY ENERGY PARTNERS LP,"2001 Bryan Street, Suite 3700",Dallas,TX,72501,486210,18-07-2012,Sole Proprietor,Deposits Initiate Business Checking,|
2532,SB_WF,ENERGY TRANSFER LP,"c/o Energy Transfer Partners, 711 Louisiana St, Suite 900",Houston,TX,77002,486210,25-12-2006,Sole Proprietor,Business Line Of CreditDeposits Initiate Business Checking,|
2533,SB_WF,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,486210,17-05-2018,Trust,Deposits Initiate Business Checking;Deposits Optimize Business Checking;Deposits Initiate Business Checking,|
2534,SB_WF,NOVELIS INC,"3560 Lenox Road, Suite 2000",Atlanta,GA,30326,331314,01-01-2009,Trust,Deposits Market Rate Savings;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2535,SB_WF,THE WILLIAMS COS INC,One Williams Center,Tulsa,OK,74172,211130,17-10-2016,Partnership,Deposits Navigate Business Checking;Business Elite Signature Card;Deposits Initiate Business Checking,|
2536,SB_WF,WASTE MANAGEMENT INC,"1001 Fannin, Suite 4000",Houston,TX,77002,562212,26-03-2013,Sole Proprietor,Deposits Optimize Business Checking;Deposits Initiate Business Checking;Deposits Optimize Business Checking,|
2537,SB_WF,UNIT CORP,8200 South Unit Drive,Tulsa,OK,74132,211130,04-01-2018,Corp C,Deposits Navigate Business Checking;Deposits Business Platinum Savings;Deposits Optimize Business Checking,|
2538,SB_WF,GENERAL MOTORS LLC,300 Renaissance Center Drive,Detroit,MI,48265,336112,28-12-2001,Corp S,Deposits Market Rate Savings;Deposits Initiate Business Checking;Deposits Initiate Business Checking,|
2539,SB_WF,BRIDGESTONE AMERICAS INC,"535 Marriott Drive, 7th Floor",Nashville,TN,37214,326211,14-01-2011,Sole Proprietor,Deposits Market Rate Savings;Deposits Initiate Business Checking;Deposits Market Rate Savings,|
2540,SB_WF,INEOS USA LLC,2600 South Shore Boulevard,League City,TX,77573,325199,10-01-2010,Sole Proprietor,Deposits Initiate Business Checking,|
2541,SB_WF,CITY OF CARROLLTON,750 Clay Street,Carrollton,KY,41008,221210,31-03-2004,LLC,Business Platinum Credit Card;Deposits Initiate Business Checking;Deposits Optimize Business Checking,|
