EdgeID,label,FromNodeId,ToNodeId,grossTx,grossTxFreq
3290,Fav,1059,6230,500,< 5/year
3291,Fav,3027,5252,5000,< 15/year
3292,Fav,7014,4138,20000,< 1 / year
3293,Fav,2837,2176,500,<400/year
3294,Fav,37,6194,500,< 25 / year
3295,Fav,8034,2196,500,< 15/year
3296,Fav,8714,4870,800,< 3 / year
3297,Fav,7904,3386,20000,< 5/year
3298,Fav,2568,2801,0,< 3 / year
3299,Fav,2349,476,300,< 3 / year
3300,Fav,6208,5517,700,<100 / year
3301,Fav,7862,3604,500,< 5/year
3302,Fav,5846,4726,2000,< 3 / year
3303,Fav,8019,3576,400,< 3 / year
3304,Fav,4512,4877,900,< 15/year
3305,Fav,1343,1776,1000,< 25 / year
3306,Fav,288,8072,0,< 1 / year
3307,Fav,4516,8099,50000,< 5/year
3308,Fav,1100,7002,100,< 3 / year
3309,Fav,6215,5221,50,< 5/year
3310,Fav,4004,6027,200,< 3 / year
3311,Fav,2637,9004,300,< 5/year
3312,Fav,4527,8063,50000,< 15/year
3313,Fav,5059,4787,700,< 5/year
3314,Fav,5484,4837,400,> 400 / year
3315,Fav,2833,1437,5000,< 1 / year
3316,Fav,6496,8216,900,< 50 / year
3317,Fav,1014,2415,1000,<200/year
3318,Fav,2810,3179,10000,> 400 / year
3319,Fav,2893,4350,20000,< 3 / year
3320,Fav,215,1875,1000,< 5/year
3321,Fav,5041,8048,700,< 5/year
3322,Fav,7620,8220,900,< 1 / year
3323,Fav,2873,287,5000,< 50 / year
3324,Fav,328,2915,10000,< 15/year
3325,Fav,5131,6786,800,< 3 / year
3326,Fav,2143,7652,5000,< 50 / year
3327,Fav,1295,2903,900,< 15/year
3328,Fav,1315,5735,50,< 3 / year
3329,Fav,2003,5889,1000,< 5/year
3330,Fav,7659,223,400,< 1 / year
3331,Fav,1868,1632,400,< 5/year
3332,Fav,4247,2802,100,< 25 / year
3333,Fav,8141,8372,900,< 5/year
3334,Fav,8526,4307,400,< 3 / year
3335,Fav,5069,3645,600,< 50 / year
3336,Fav,9043,860,50000,> 400 / year
3337,Fav,7431,1887,500,< 3 / year
3338,Fav,557,7279,5000,< 50 / year
3339,Fav,8576,1008,5000,< 5/year
3340,Fav,7785,3314,0,< 25 / year
3341,Fav,3514,8751,900,< 50 / year
3342,Fav,8522,8280,50,< 1 / year
3343,Fav,1336,6975,50000,< 1 / year
3344,Fav,8558,349,200,< 3 / year
3345,Fav,452,8881,20000,<100 / year
3346,Fav,3024,6422,700,< 1 / year
3347,Fav,3406,8054,900,< 50 / year
3348,Fav,2874,7803,10000,< 1 / year
3349,Fav,7048,1920,300,<200/year
3350,Fav,7366,8586,2000,> 400 / year
3351,Fav,4834,6811,10000,< 5/year
3352,Fav,1458,3410,10000,< 3 / year
3353,Fav,2165,6154,800,< 25 / year
3354,Fav,8580,7574,50000,< 15/year
3355,Fav,3589,5411,300,<100 / year
3356,Fav,5238,8447,1000,< 1 / year
3357,Fav,3814,4518,50,< 1 / year
3358,Fav,1574,5593,800,< 50 / year
3359,Fav,141,368,200,< 25 / year
3360,Fav,8894,4687,300,< 5/year
3361,Fav,2102,786,200,<400/year
3362,Fav,1359,1669,2000,< 3 / year
3363,Fav,5782,1636,0,< 15/year
3364,Fav,374,9011,0,< 3 / year
3365,Fav,5045,1722,50,< 3 / year
3366,Fav,7067,5311,400,< 3 / year
3367,Fav,5036,8587,800,< 5/year
3368,Fav,1797,2861,900,< 5/year
3369,Fav,5895,8968,0,< 15/year
3370,Fav,5518,1677,50,< 3 / year
3371,Fav,8730,1891,0,< 15/year
3372,Fav,3757,8533,600,< 50 / year
3373,Fav,7251,3242,10000,< 5/year
3374,Fav,8962,1995,900,< 1 / year
3375,Fav,240,8695,5000,< 5/year
3376,Fav,3792,6144,400,< 1 / year
3377,Fav,3793,3373,500,< 5/year
3378,Fav,8275,8943,20000,> 400 / year
3379,Fav,5571,7088,1000,< 15/year
3380,Fav,8368,8626,900,< 1 / year
3381,Fav,9069,6269,500,< 50 / year
3382,Fav,5167,4837,900,< 3 / year
3383,Fav,5027,2509,800,< 3 / year
3384,Fav,812,1373,50000,< 3 / year
3385,Fav,8063,7261,400,< 3 / year
3386,Fav,2960,7815,900,< 15/year
3387,Fav,1742,5373,300,< 5/year
3388,Fav,8298,140,5000,> 400 / year
3389,Fav,1728,825,100,<400/year
3390,Fav,7813,357,100,< 1 / year
3391,Fav,8916,4928,5000,< 5/year
3392,Fav,5653,7579,300,< 5/year
3393,Fav,5561,8036,50,<100 / year
3394,Fav,4533,5314,20000,< 5/year
3395,Fav,8310,2315,10000,< 50 / year
3396,Fav,1186,4333,800,> 400 / year
3397,Fav,5855,8818,20000,< 5/year
3398,Fav,5595,5303,50,< 3 / year
3399,Fav,6663,2944,800,< 1 / year
3400,Fav,97,8515,1000,< 3 / year
3401,Fav,4723,1265,200,< 15/year
3402,Fav,3476,8554,500,< 1 / year
3403,Fav,8564,7482,100,< 15/year
3404,Fav,5505,4425,50,< 5/year
3405,Fav,7042,1274,500,< 25 / year
3406,Fav,4333,7271,800,< 5/year
3407,Fav,355,3737,5000,<100 / year
3408,Fav,1449,8840,600,< 5/year
3409,Fav,4491,176,200,<400/year
3410,Fav,6036,902,5000,<200/year
3411,Fav,8755,6209,200,< 1 / year
3412,Fav,5571,5078,2000,< 3 / year
3413,Fav,530,3836,50000,< 25 / year
3414,Fav,6618,3229,300,<100 / year
3415,Fav,7683,4048,900,< 5/year
3416,Fav,3965,2251,700,< 5/year
3417,Fav,4639,9034,200,<200/year
3418,Fav,5047,1493,2000,<200/year
3419,Fav,6711,4559,700,< 50 / year
3420,Fav,943,1330,10000,< 50 / year
3421,Fav,6877,2940,50,< 5/year
3422,Fav,9042,2652,50,< 5/year
3423,Fav,3609,7627,100,< 3 / year
3424,Fav,8594,2215,600,< 25 / year
3425,Fav,3735,4119,0,<200/year
3426,Fav,2918,2712,10000,< 1 / year
3427,Fav,5613,6516,800,< 1 / year
3428,Fav,2237,7377,20000,< 3 / year
3429,Fav,2054,1809,400,<200/year
3430,Fav,6195,1565,500,< 25 / year
3431,Fav,5903,5237,900,< 1 / year
3432,Fav,8054,7438,50000,< 25 / year
3433,Fav,1483,5758,20000,< 3 / year
3434,Fav,1826,4973,20000,< 5/year
3435,Fav,6152,7324,50000,<200/year
3436,Fav,8822,8362,100,< 15/year
3437,Fav,1917,541,900,< 5/year
3438,Fav,5586,5413,800,< 15/year
3439,Fav,5130,5478,300,< 3 / year
3440,Fav,5741,6775,500,< 5/year
3441,Fav,7800,1297,50000,< 5/year
3442,Fav,1031,7668,1000,< 1 / year
3443,Fav,4539,4295,20000,< 25 / year
3444,Fav,6481,5876,800,< 3 / year
3445,Fav,8090,8822,50000,< 5/year
3446,Fav,1874,8615,2000,< 15/year
3447,Fav,5106,6589,50000,< 3 / year
3448,Fav,7283,2143,900,<200/year
3449,Fav,763,1943,700,< 25 / year
3450,Fav,6027,1158,900,> 400 / year
3451,Fav,5734,8444,20000,< 5/year
3452,Fav,3284,5781,400,<100 / year
3453,Fav,4748,3305,100,< 1 / year
3454,Fav,8843,8890,2000,<400/year
3455,Fav,1642,5984,2000,< 1 / year
3456,Fav,757,6023,50,<200/year
3457,Fav,6935,1931,700,< 5/year
3458,Fav,4962,4520,100,< 5/year
3459,Fav,1389,2264,1000,< 5/year
3460,Fav,4907,8727,1000,< 5/year
3461,Fav,2488,4190,5000,< 5/year
3462,Fav,6394,4313,700,< 3 / year
3463,Fav,7443,5671,2000,< 3 / year
3464,Fav,7940,7217,400,< 3 / year
3465,Fav,7827,8817,50,< 3 / year
3466,Fav,5064,8393,400,< 3 / year
3467,Fav,2573,9026,2000,< 1 / year
3468,Fav,3490,2008,100,> 400 / year
3469,Fav,7403,8747,400,< 25 / year
3470,Fav,8843,8271,50000,< 50 / year
3471,Fav,3684,4899,10000,< 50 / year
3472,Fav,1167,1402,500,< 50 / year
3473,Fav,5620,2832,600,< 3 / year
3474,Fav,9037,1154,700,< 3 / year
3475,Fav,7010,8416,10000,< 3 / year
3476,Fav,5584,7024,1000,< 15/year
3477,Fav,124,6075,200,< 15/year
3478,Fav,7910,1266,50000,< 5/year
3479,Fav,3264,1857,800,< 3 / year
3480,Fav,2097,2504,5000,<200/year
3481,Fav,871,6284,300,> 400 / year
3482,Fav,7066,7306,0,< 3 / year
3483,Fav,2034,5179,50,< 5/year
3484,Fav,7251,2315,0,< 1 / year
3485,Fav,7991,2549,500,< 3 / year
3486,Fav,61,7779,1000,> 400 / year
3487,Fav,8397,3251,900,< 1 / year
3488,Fav,8501,7379,400,< 15/year
3489,Fav,771,6120,800,<400/year
3490,Fav,2427,4472,900,< 15/year
3491,Fav,2383,1876,300,< 15/year
3492,Fav,2545,7607,50000,< 3 / year
3493,Fav,5352,2452,10000,> 400 / year
3494,Fav,532,4458,5000,<400/year
3495,Fav,2449,82,200,< 3 / year
3496,Fav,4212,6259,50,< 3 / year
3497,Fav,1119,767,400,< 5/year
3498,Fav,5614,7352,500,< 3 / year
3499,Fav,5812,6617,200,<200/year
3500,Fav,5829,6498,900,< 15/year
3501,Fav,4328,3958,20000,< 5/year
3502,Fav,5325,2047,20000,< 3 / year
3503,Fav,8149,8739,200,< 15/year
3504,Fav,3239,8920,100,< 15/year
3505,Fav,6403,1731,50,<200/year
3506,Fav,9037,6269,200,<400/year
3507,Fav,2727,5214,50,< 1 / year
3508,Fav,2843,2394,1000,<400/year
3509,Fav,5159,6171,700,> 400 / year
3510,Fav,5153,1250,5000,< 1 / year
3511,Fav,6510,6330,50000,> 400 / year
3512,Fav,1664,6367,2000,<200/year
3513,Fav,4752,350,50,< 15/year
3514,Fav,6255,3073,50000,<100 / year
3515,Fav,5648,7770,200,< 3 / year
3516,Fav,4362,2467,500,< 25 / year
3517,Fav,7449,304,50000,< 5/year
3518,Fav,7998,2612,600,< 5/year
3519,Fav,2345,1879,1000,> 400 / year
3520,Fav,2552,5416,700,< 5/year
3521,Fav,8581,4437,50000,> 400 / year
3522,Fav,200,3638,700,< 3 / year
3523,Fav,5368,1197,200,< 15/year
3524,Fav,1432,5306,600,< 3 / year
3525,Fav,7943,4587,1000,< 1 / year
3526,Fav,7286,7901,2000,< 1 / year
3527,Fav,3745,8592,700,< 3 / year
3528,Fav,400,8910,5000,<400/year
3529,Fav,2258,3979,50000,< 15/year
3530,Fav,3705,2050,20000,< 5/year
3531,Fav,7263,976,10000,< 1 / year
3532,Fav,2712,5101,900,< 1 / year
3533,Fav,4982,1109,50,< 3 / year
3534,Fav,3370,1211,400,< 15/year
3535,Fav,8930,1652,700,< 5/year
3536,Fav,1572,3260,200,< 3 / year
3537,Fav,4876,4597,700,< 5/year
3538,Fav,5474,1243,1000,< 15/year
3539,Fav,3293,4908,200,< 1 / year
3540,Fav,7786,7482,10000,< 15/year
3541,Fav,3998,5321,500,< 1 / year
3542,Fav,2931,8574,20000,< 15/year
3543,Fav,7763,7132,500,< 3 / year
3544,Fav,1589,1300,600,< 15/year
3545,Fav,6366,7097,2000,< 15/year
3546,Fav,3502,5857,2000,< 5/year
3547,Fav,2665,4893,50000,<200/year
3548,Fav,3519,1925,50000,<200/year
3549,Fav,1486,442,800,< 5/year
3550,Fav,31,5967,700,< 5/year
3551,Fav,4675,547,300,<100 / year
3552,Fav,6961,2365,600,< 5/year
3553,Fav,857,2722,0,< 15/year
3554,Fav,2634,7298,700,< 5/year
3555,Fav,7109,8129,1000,< 1 / year
3556,Fav,6456,7477,50000,< 5/year
3557,Fav,8308,1173,600,< 3 / year
3558,Fav,941,5806,50,< 5/year
3559,Fav,1640,4949,50000,< 1 / year
3560,Fav,7048,6642,600,<400/year
3561,Fav,410,2661,100,< 5/year
3562,Fav,2525,1544,600,> 400 / year
3563,Fav,474,8268,10000,> 400 / year
3564,Fav,5126,6391,50,< 5/year
3565,Fav,5323,7195,0,< 50 / year
3566,Fav,7538,225,1000,<400/year
3567,Fav,7601,2753,500,<100 / year
3568,Fav,7528,2719,50,< 3 / year
3569,Fav,8943,1229,1000,< 3 / year
3570,Fav,575,2763,50,< 3 / year
3571,Fav,4330,5806,1000,< 5/year
3572,Fav,6651,5871,10000,< 5/year
3573,Fav,6261,5900,2000,< 15/year
3574,Fav,3478,2567,2000,< 3 / year
3575,Fav,6047,1094,20000,< 1 / year
3576,Fav,6259,8553,5000,< 15/year
3577,Fav,6183,5943,100,< 3 / year
3578,Fav,8018,5474,2000,< 15/year
3579,Fav,7953,2565,700,< 5/year
3580,Fav,4942,7766,600,< 3 / year
3581,Fav,7139,2587,200,< 5/year
3582,Fav,4605,453,100,< 3 / year
3583,Fav,4085,8680,200,< 1 / year
3584,Fav,6049,7009,400,< 50 / year
3585,Fav,4475,741,1000,< 5/year
3586,Fav,3576,2798,5000,< 5/year
3587,Fav,6960,6342,100,< 5/year
3588,Fav,8975,8328,1000,<200/year
3589,Fav,2961,4453,2000,< 1 / year
3590,Fav,5306,6928,200,< 3 / year
3591,Fav,2197,2983,800,> 400 / year
3592,Fav,3430,8132,50,< 25 / year
3593,Fav,6274,3402,1000,<100 / year
3594,Fav,3819,2952,0,< 15/year
3595,Fav,5872,2415,1000,<100 / year
3596,Fav,5660,1197,50,< 3 / year
3597,Fav,3231,5897,0,< 3 / year
3598,Fav,2329,6011,100,< 25 / year
3599,Fav,3460,1691,400,<400/year
3600,Fav,3736,8429,2000,< 25 / year
3601,Fav,7359,4355,200,< 5/year
3602,Fav,128,878,800,< 5/year
3603,Fav,5624,1202,50000,<200/year
3604,Fav,6898,4987,100,< 3 / year
3605,Fav,408,4968,800,< 3 / year
3606,Fav,5428,4324,900,< 25 / year
3607,Fav,8712,8999,2000,< 3 / year
3608,Fav,6123,6080,300,< 5/year
3609,Fav,7106,541,50000,< 5/year
3610,Fav,6764,5518,1000,< 3 / year
3611,Fav,5250,36,300,< 5/year
3612,Fav,3571,2810,100,< 3 / year
3613,Fav,4296,6101,900,< 5/year
3614,Fav,3033,4872,50,> 400 / year
3615,Fav,1474,620,50,<400/year
3616,Fav,6455,685,600,< 3 / year
3617,Fav,4053,1730,500,< 1 / year
3618,Fav,3890,2027,100,<100 / year
3619,Fav,1011,6466,10000,< 5/year
3620,Fav,557,5715,300,<400/year
3621,Fav,3501,5731,800,< 3 / year
3622,Fav,468,1371,2000,< 3 / year
3623,Fav,2345,1346,50000,< 3 / year
3624,Fav,53,6532,20000,< 3 / year
3625,Fav,8720,8578,400,< 1 / year
3626,Fav,193,7214,900,< 1 / year
3627,Fav,1222,1356,0,<400/year
3628,Fav,4926,6578,300,< 5/year
3629,Fav,3511,8567,0,< 1 / year
3630,Fav,7514,5904,20000,< 5/year
3631,Fav,3443,8931,10000,< 15/year
3632,Fav,3856,2406,700,< 50 / year
3633,Fav,8678,3366,20000,<200/year
3634,Fav,3464,1662,400,< 5/year
3635,Fav,8532,6909,50000,< 5/year
3636,Fav,8270,8798,100,< 15/year
3637,Fav,5042,3689,200,< 5/year
3638,Fav,1224,7133,0,< 3 / year
3639,Fav,2682,1294,400,< 5/year
3640,Fav,4633,407,10000,< 3 / year
3641,Fav,2447,5748,2000,< 1 / year
3642,Fav,566,8905,500,< 3 / year
3643,Fav,7444,8441,600,< 3 / year
3644,Fav,3368,1237,2000,> 400 / year
3645,Fav,2344,5607,20000,<200/year
3646,Fav,4314,6620,800,< 5/year
3647,Fav,7666,5654,500,< 1 / year
3648,Fav,4923,1158,2000,< 5/year
3649,Fav,8731,889,300,< 5/year
3650,Fav,4683,5790,500,> 400 / year
3651,Fav,938,4373,800,< 3 / year
3652,Fav,2326,4386,0,<200/year
3653,Fav,2180,6095,50000,<400/year
3654,Fav,1220,5184,50,<200/year
3655,Fav,2470,8403,800,< 15/year
3656,Fav,5723,1473,900,< 1 / year
3657,Fav,7719,8224,300,> 400 / year
3658,Fav,5349,5623,700,< 5/year
3659,Fav,7712,8741,500,<100 / year
3660,Fav,976,3344,800,< 5/year
3661,Fav,1942,8553,600,< 3 / year
3662,Fav,7809,4502,2000,< 15/year
3663,Fav,5605,7939,5000,< 3 / year
3664,Fav,6642,5364,400,< 5/year
3665,Fav,2641,6413,400,< 3 / year
3666,Fav,6034,6238,400,> 400 / year
3667,Fav,1189,8583,400,<100 / year
3668,Fav,3541,5328,900,< 25 / year
3669,Fav,8920,1964,400,< 50 / year
3670,Fav,8603,1271,700,< 5/year
3671,Fav,3254,8718,50000,< 25 / year
3672,Fav,8132,7243,400,< 50 / year
3673,Fav,3258,6637,600,< 5/year
3674,Fav,3734,7364,500,< 1 / year
3675,Fav,4178,7793,700,< 50 / year
3676,Fav,597,7207,10000,< 1 / year
3677,Fav,3853,5258,2000,< 5/year
3678,Fav,4770,2065,0,< 3 / year
3679,Fav,635,6703,10000,< 25 / year
3680,Fav,4873,4723,400,< 1 / year
3681,Fav,189,6903,300,< 5/year
3682,Fav,3712,3473,700,< 1 / year
3683,Fav,6932,8947,700,<100 / year
3684,Fav,2126,3572,50000,<200/year
3685,Fav,5798,4478,800,< 3 / year
3686,Fav,77,2291,1000,< 5/year
3687,Fav,422,4844,20000,<400/year
3688,Fav,1805,6507,200,<100 / year
3689,Fav,4966,8382,2000,> 400 / year
3690,Fav,5126,8651,1000,< 5/year
3691,Fav,3024,7867,100,> 400 / year
3692,Fav,8223,1702,5000,< 15/year
3693,Fav,316,2025,300,< 5/year
3694,Fav,28,8456,200,< 25 / year
3695,Fav,4494,6944,300,< 3 / year
3696,Fav,7118,4228,300,< 15/year
3697,Fav,7507,4544,300,<200/year
3698,Fav,1394,1747,100,< 3 / year
3699,Fav,7349,1338,50000,<100 / year
3700,Fav,2929,597,5000,< 15/year
3701,Fav,6526,4624,100,< 3 / year
3702,Fav,3716,8344,50,< 25 / year
3703,Fav,7256,5490,200,< 5/year
3704,Fav,1811,6058,5000,< 1 / year
3705,Fav,326,6970,20000,< 5/year
3706,Fav,2665,2358,200,< 50 / year
3707,Fav,8131,675,400,< 5/year
3708,Fav,7845,2963,900,< 1 / year
3709,Fav,7193,4802,900,< 5/year
3710,Fav,1600,5209,10000,< 15/year
3711,Fav,209,192,50000,< 25 / year
3712,Fav,6062,6167,900,> 400 / year
3713,Fav,7134,6159,0,< 5/year
3714,Fav,5868,3717,100,< 1 / year
3715,Fav,3544,8934,500,< 1 / year
3716,Fav,7361,8968,1000,<100 / year
3717,Fav,1200,3029,2000,< 5/year
3718,Fav,8700,2530,600,<100 / year
3719,Fav,4073,8531,800,< 5/year
3720,Fav,2008,3756,300,< 1 / year
3721,Fav,4983,2415,500,> 400 / year
3722,Fav,2846,7903,1000,> 400 / year
3723,Fav,2780,3848,900,< 5/year
3724,Fav,5814,2896,200,< 15/year
3725,Fav,5348,1023,600,< 5/year
3726,Fav,3648,6492,800,< 50 / year
3727,Fav,645,4356,900,<400/year
3728,Fav,1991,3279,20000,< 5/year
3729,Fav,7817,5964,900,< 15/year
3730,Fav,7471,91,50000,<400/year
3731,Fav,6438,8128,800,< 3 / year
3732,Fav,8954,6033,20000,< 5/year
3733,Fav,2846,2547,1000,<100 / year
3734,Fav,3405,1119,200,< 5/year
3735,Fav,4110,5986,50,< 5/year
3736,Fav,3274,5598,900,< 5/year
3737,Fav,6854,3267,300,< 1 / year
3738,Fav,3621,5190,800,< 15/year
3739,Fav,1606,7456,20000,<100 / year
3740,Fav,587,3710,400,< 5/year
3741,Fav,5704,7919,300,<200/year
3742,Fav,4874,1033,50,< 3 / year
3743,Fav,8570,5788,700,< 1 / year
3744,Fav,917,103,900,< 1 / year
3745,Fav,8337,9016,500,< 50 / year
3746,Fav,4438,3055,20000,<400/year
3747,Fav,590,1744,500,< 5/year
3748,Fav,6797,939,0,> 400 / year
3749,Fav,117,8260,900,< 5/year
3750,Fav,7281,4101,600,< 5/year
3751,Fav,3533,7310,20000,< 5/year
3752,Fav,1895,3528,900,<100 / year
3753,Fav,2407,392,400,< 15/year
3754,Fav,2799,1393,900,< 3 / year
3755,Fav,4101,5063,400,< 5/year
3756,Fav,8072,2311,20000,< 15/year
3757,Fav,1518,8572,1000,< 5/year
3758,Fav,1426,6642,500,< 50 / year
3759,Fav,4353,4808,400,<400/year
3760,Fav,1136,929,50000,< 5/year
3761,Fav,8663,4608,20000,< 5/year
3762,Fav,7468,8430,300,< 3 / year
3763,Fav,3830,6864,900,< 1 / year
3764,Fav,6781,8576,200,< 5/year
3765,Fav,17,6087,1000,< 3 / year
3766,Fav,8139,7961,0,< 25 / year
3767,Fav,5158,2101,100,< 3 / year
3768,Fav,1636,2641,800,<100 / year
3769,Fav,149,8484,800,< 15/year
3770,Fav,2110,191,2000,< 5/year
3771,Fav,6530,7688,800,< 15/year
3772,Fav,5077,5796,20000,< 15/year
3773,Fav,3910,7273,2000,< 5/year
3774,Fav,5919,1337,900,< 1 / year
3775,Fav,7627,8994,50,< 3 / year
3776,Fav,3102,7211,200,< 3 / year
3777,Fav,5269,4184,20000,< 5/year
3778,Fav,5113,5324,100,< 50 / year
3779,Fav,4028,6112,100,<400/year
3780,Fav,7825,7185,400,< 3 / year
3781,Fav,5057,6590,5000,> 400 / year
3782,Fav,1975,8055,200,<100 / year
3783,Fav,7784,1897,300,< 5/year
3784,Fav,1418,7562,700,< 3 / year
3785,Fav,1572,5230,10000,< 15/year
3786,Fav,6234,255,1000,< 3 / year
3787,Fav,5795,141,800,< 5/year
3788,Fav,5018,3401,200,< 1 / year
3789,Fav,4814,3372,500,< 15/year
3790,Fav,7142,4609,0,< 15/year
3791,Fav,6855,4885,800,< 50 / year
3792,Fav,5439,3201,100,< 3 / year
3793,Fav,4367,4397,50000,> 400 / year
3794,Fav,8784,18,800,< 5/year
3795,Fav,7916,1184,10000,< 5/year
3796,Fav,3818,3048,600,<400/year
3797,Fav,1154,131,2000,< 5/year
3798,Fav,94,4667,50000,<200/year
3799,Fav,371,4896,700,< 3 / year
3800,Fav,5127,2694,300,< 5/year
3801,Fav,427,8200,10000,< 1 / year
3802,Fav,8935,8350,800,< 50 / year
3803,Fav,3663,1733,1000,< 50 / year
3804,Fav,262,2254,200,<400/year
3805,Fav,273,8956,700,< 1 / year
3806,Fav,7956,1619,100,< 15/year
3807,Fav,8254,4585,700,< 1 / year
3808,Fav,8867,6883,300,< 5/year
3809,Fav,2180,4117,2000,< 3 / year
3810,Fav,5362,2505,2000,< 3 / year
3811,Fav,6324,3755,50000,< 1 / year
3812,Fav,5723,2730,600,> 400 / year
3813,Fav,1836,421,700,< 5/year
3814,Fav,7140,8309,400,< 1 / year
3815,Fav,4412,8574,300,<100 / year
3816,Fav,6549,7260,0,< 3 / year
3817,Fav,5168,7823,800,<200/year
3818,Fav,6004,7653,5000,<100 / year
3819,Fav,949,5703,100,<200/year
3820,Fav,4619,5087,600,< 3 / year
3821,Fav,132,6451,2000,< 15/year
3822,Fav,4712,8327,500,<400/year
3823,Fav,2838,488,10000,< 3 / year
3824,Fav,6253,627,800,< 15/year
3825,Fav,7633,8237,600,< 25 / year
3826,Fav,4118,3484,1000,< 5/year
3827,Fav,1296,7666,800,<200/year
3828,Fav,6232,6305,5000,< 3 / year
3829,Fav,873,3765,400,< 1 / year
3830,Fav,7391,4037,700,<100 / year
3831,Fav,3799,9046,10000,< 3 / year
3832,Fav,7448,2390,500,< 25 / year
3833,Fav,2869,8433,300,< 5/year
3834,Fav,2824,4015,50000,<400/year
3835,Fav,8957,3385,1000,> 400 / year
3836,Fav,1520,6481,500,< 1 / year
3837,Fav,7224,2606,5000,< 5/year
3838,Fav,1097,7922,300,<200/year
3839,Fav,4168,7246,700,< 1 / year
3840,Fav,1380,6944,50,< 3 / year
3841,Fav,5048,4217,200,< 50 / year
3842,Fav,4267,4147,20000,< 5/year
3843,Fav,1248,8752,50000,< 3 / year
3844,Fav,4097,4038,1000,< 3 / year
3845,Fav,4519,6577,500,< 15/year
3846,Fav,1000,5951,800,<400/year
3847,Fav,4803,725,1000,< 5/year
3848,Fav,5112,6091,50,< 1 / year
3849,Fav,5563,999,20000,> 400 / year
3850,Fav,440,3360,20000,< 5/year
3851,Fav,4755,619,100,> 400 / year
3852,Fav,1262,7281,10000,<100 / year
3853,Fav,6768,2771,20000,< 50 / year
3854,Fav,5017,6529,2000,< 15/year
3855,Fav,5028,6144,500,< 3 / year
3856,Fav,1157,4689,100,< 15/year
3857,Fav,6991,2407,1000,< 25 / year
3858,Fav,3182,5557,50,< 15/year
3859,Fav,7324,1051,600,< 3 / year
3860,Fav,2063,5178,300,< 3 / year
3861,Fav,1758,5693,700,< 15/year
3862,Fav,8221,7992,700,< 15/year
3863,Fav,7575,5914,50000,> 400 / year
3864,Fav,5672,8269,100,> 400 / year
3865,Fav,8039,5858,900,< 5/year
3866,Fav,2074,3410,700,< 25 / year
3867,Fav,5923,475,2000,< 3 / year
3868,Fav,4155,4338,10000,< 25 / year
3869,Fav,5647,5213,5000,< 15/year
3870,Fav,2078,1555,10000,< 25 / year
3871,Fav,5278,3461,50,< 3 / year
3872,Fav,3103,8235,800,< 1 / year
3873,Fav,3355,2794,100,< 5/year
3874,Fav,7271,904,20000,< 1 / year
3875,Fav,5574,2129,5000,< 25 / year
3876,Fav,3184,3376,400,> 400 / year
3877,Fav,5958,3034,800,< 5/year
3878,Fav,7344,8556,200,< 5/year
3879,Fav,4832,249,10000,<200/year
3880,Fav,5442,8593,300,< 50 / year
3881,Fav,3217,344,50,< 5/year
3882,Fav,8781,5741,2000,< 1 / year
3883,Fav,5721,7805,500,< 3 / year
3884,Fav,4872,7885,10000,< 1 / year
3885,Fav,677,6858,700,< 3 / year
3886,Fav,6136,216,0,< 5/year
3887,Fav,7160,6731,5000,< 1 / year
3888,Fav,4229,8879,50000,< 1 / year
3889,Fav,7719,4789,50000,< 15/year
3890,Fav,4890,539,5000,< 1 / year
3891,Fav,1740,4879,20000,< 5/year
3892,Fav,1238,8525,200,< 5/year
3893,Fav,5356,1931,2000,< 1 / year
3894,Fav,8431,6316,600,< 1 / year
3895,Fav,869,1643,1000,< 1 / year
3896,Fav,4431,1003,0,< 1 / year
3897,Fav,1082,443,0,< 3 / year
3898,Fav,3213,3383,300,< 5/year
3899,Fav,6614,6023,1000,< 25 / year
3900,Fav,3992,5018,2000,< 15/year
3901,Fav,2226,7979,10000,< 50 / year
3902,Fav,6914,3591,50000,<400/year
3903,Fav,5439,392,400,<400/year
3904,Fav,6344,734,100,< 3 / year
3905,Fav,5753,6320,0,< 3 / year
3906,Fav,444,8538,100,< 25 / year
3907,Fav,2967,4826,900,< 15/year
3908,Fav,5377,8024,400,<400/year
3909,Fav,5076,5244,700,< 15/year
3910,Fav,691,3462,50,< 5/year
3911,Fav,1426,3684,800,< 15/year
3912,Fav,4904,3774,100,< 1 / year
3913,Fav,4922,1810,900,<400/year
3914,Fav,6183,2047,800,<100 / year
3915,Fav,1898,8056,200,<100 / year
3916,Fav,8940,6798,50,< 50 / year
3917,Fav,6173,2167,200,< 25 / year
3918,Fav,4933,605,2000,< 3 / year
3919,Fav,5573,766,10000,< 5/year
3920,Fav,2388,2449,300,< 3 / year
3921,Fav,5412,3069,5000,< 1 / year
3922,Fav,471,2266,5000,< 1 / year
3923,Fav,7674,7274,700,< 50 / year
3924,Fav,136,8780,50000,< 3 / year
3925,Fav,5104,5358,5000,< 15/year
3926,Fav,1456,7913,500,<200/year
3927,Fav,6934,5220,400,< 25 / year
3928,Fav,646,1806,300,< 5/year
3929,Fav,3944,8151,0,< 5/year
3930,Fav,7883,2029,600,< 15/year
3931,Fav,3810,5211,10000,< 1 / year
3932,Fav,195,8476,800,< 50 / year
3933,Fav,5857,4003,20000,< 1 / year
3934,Fav,977,5216,900,< 3 / year
3935,Fav,5296,3111,2000,< 5/year
3936,Fav,448,6224,50000,<200/year
